"λ,n (nm)",n,"λ,k (nm)",k,α (cm⁻¹),Reference,Details
310,1.80578,310,0.987472,400288.3588162091," Jérémie Werner,  Gizem Nogay,  Florent Sahli,  Terry Chien-Jen Yang,  Matthias Bräuninger,  Gabriel Christmann,  Arnaud Walter,  Brett A. Kamino,  Peter Fiala,  Philipp Löper,  Sylvain Nicolay,  Quentin Jeangros,  Bjoern Niesen and  Christophe Ballif, 'Complex Refractive Indices of Cesium–Formamidinium-Based Mixed-Halide Perovskites with Optical Band Gaps from 1.5 to 1.8 eV', <i>ACS Energy Letters</i> <b>3</b>(3), pp.742-747, (2018)",Cesium-formamidinium mixed-halide perovskite with optical bandwidth of 1.70 eV.
313.9240506,1.840314,313.9240506,1.01685,407044.75922722195,,
317.9487179,1.880595,317.9487179,1.044206,412704.2776082078,,
322.0779221,1.926788,322.0779221,1.06822,416782.63229427225,,
326.3157895,1.978705,326.3157895,1.087371,418744.8913288441,,
330.6666667,2.035687,330.6666667,1.100033,418047.0473174962,,
335.1351351,2.096512,335.1351351,1.104649,414203.92190867144,,
339.7260274,2.159374,339.7260274,1.099964,406873.60318666516,,
344.4444444,2.221986,344.4444444,1.085279,395942.46200537967,,
349.2957746,2.281795,349.2957746,1.060666,381588.4136964847,,
354.2857143,2.33632,354.2857143,1.027059,364293.66231471323,,
359.4202899,2.383493,359.4202899,0.986188,344799.7859798522,,
364.7058824,2.421946,364.7058824,0.940346,324007.2867475688,,
370.1492537,2.451155,370.1492537,0.892064,302850.9911521592,,
375.7575758,2.47141,375.7575758,0.843776,282181.9868548749,,
381.5384615,2.483669,381.5384615,0.797561,262685.1058254036,,
387.5,2.489338,387.5,0.75499,244838.300648646,,
393.6507937,2.490057,393.6507937,0.717093,228914.98117567904,,
400,2.487526,400,0.684384,215005.5746634397,,
406.557377,2.483393,406.557377,0.656937,203054.08976222493,,
413.3333333,2.479183,413.3333333,0.634456,192890.54601161688,,
420.3389831,2.476269,420.3389831,0.616323,184254.69793533618,,
427.5862069,2.475845,427.5862069,0.601619,176810.3648022551,,
435.0877193,2.478876,435.0877193,0.589125,170153.34517129287,,
442.8571429,2.486014,442.8571429,0.577308,163815.0451662155,,
450.9090909,2.497447,450.9090909,0.564349,157278.23707630165,,
459.2592593,2.512707,459.2592593,0.548264,150017.4134542706,,
467.9245283,2.530494,467.9245283,0.527163,141572.52359145938,,
476.9230769,2.548642,476.9230769,0.499683,131660.68223223012,,
486.2745098,2.564358,486.2745098,0.465476,120288.92755442248,,
496,2.57481,496,0.425528,107809.32570135141,,
506.122449,2.577853,506.122449,0.382071,94863.32401349032,,
516.6666667,2.572603,516.6666667,0.338039,82217.87140322517,,
527.6595745,2.559542,527.6595745,0.296302,70565.2076777743,,
539.1304348,2.540178,539.1304348,0.259057,60382.53569290138,,
551.1111111,2.516498,551.1111111,0.227572,51890.699277373824,,
563.6363636,2.490493,563.6363636,0.202281,45098.90025561133,,
576.744186,2.463886,576.744186,0.183047,39883.13185781475,,
590.4761905,2.438081,590.4761905,0.169457,36063.426425277044,,
604.8780488,2.414282,604.8780488,0.161065,33461.331371127126,,
620,2.393783,620,0.157546,31931.958464674677,,
635.8974359,2.378565,635.8974359,0.158704,31362.49919232074,,
652.6315789,2.372663,652.6315789,0.163868,31552.656757808156,,
670.2702703,2.384915,670.2702703,0.16788,31474.502036236565,,
688.8888889,2.423363,688.8888889,0.142701,26030.811092091462,,
708.5714286,2.423875,708.5714286,0.050369,8932.8400204515,,
729.4117647,2.34237,729.4117647,0.000706,121.63030654415735,,
751.5151515,2.280256,751.5151515,0,0,,
775,2.244472,775,0,0,,
800,2.220934,800,0,0,,
826.6666667,2.20317,826.6666667,0,0,,
855.1724138,2.188537,855.1724138,0,0,,
885.7142857,2.175853,885.7142857,0,0,,
918.5185185,2.164524,918.5185185,0,0,,
953.8461538,2.154221,953.8461538,0,0,,
992,2.14474,992,0,0,,
1033.333333,2.135944,1033.333333,0,0,,
1078.26087,2.127738,1078.26087,0,0,,
1127.272727,2.120048,1127.272727,0,0,,
1180.952381,2.112817,1180.952381,0,0,,
1240,2.105998,1240,0,0,,
1305.263158,2.099552,1305.263158,0,0,,
1377.777778,2.093445,1377.777778,0,0,,
1458.823529,2.08765,1458.823529,0,0,,
1550,2.082142,1550,0,0,,
1653.333333,2.076897,1653.333333,0,0,,
1771.428571,2.071897,1771.428571,0,0,,
1907.692308,2.067124,1907.692308,0,0,,
2066.666667,2.062562,2066.666667,0,0,,
