"λ,n (nm)",n,"λ,k (nm)",k,α (cm⁻¹),Reference,Details
310,1.884116,310,1.032001,418338.936786751," Jérémie Werner,  Gizem Nogay,  Florent Sahli,  Terry Chien-Jen Yang,  Matthias Bräuninger,  Gabriel Christmann,  Arnaud Walter,  Brett A. Kamino,  Peter Fiala,  Philipp Löper,  Sylvain Nicolay,  Quentin Jeangros,  Bjoern Niesen and  Christophe Ballif, 'Complex Refractive Indices of Cesium–Formamidinium-Based Mixed-Halide Perovskites with Optical Band Gaps from 1.5 to 1.8 eV', <i>ACS Energy Letters</i> <b>3</b>(3), pp.742-747, (2018)",Cesium-formamidinium mixed-halide perovskite with optical bandwidth of 1.75 eV.
313.9240506,1.92091,313.9240506,1.051275,420825.0767139674,,
317.9487179,1.961717,317.9487179,1.067618,421957.4638064899,,
322.0779221,2.006313,322.0779221,1.08009,421413.8972446879,,
326.3157895,2.054216,326.3157895,1.087722,418880.0608862964,,
330.6666667,2.104646,330.6666667,1.089594,414079.8998528771,,
335.1351351,2.156517,335.1351351,1.084941,406814.12578974484,,
339.7260274,2.20847,339.7260274,1.073272,397000.3071367413,,
344.4444444,2.258965,344.4444444,1.054481,384706.42413415783,,
349.2957746,2.30641,349.2957746,1.028916,370165.9375024109,,
354.2857143,2.349334,354.2857143,0.997401,353774.08998544124,,
359.4202899,2.386546,359.4202899,0.961171,336053.12079445354,,
364.7058824,2.41727,364.7058824,0.92176,317603.2615999207,,
370.1492537,2.441215,370.1492537,0.880838,299039.8237620682,,
375.7575758,2.458572,375.7575758,0.840042,280933.23417772347,,
381.5384615,2.469965,381.5384615,0.800837,263764.0908894727,,
387.5,2.476353,387.5,0.764412,247893.7933951877,,
393.6507937,2.478923,393.6507937,0.731624,233553.65927107786,,
400,2.478998,400,0.702982,220848.30868058602,,
406.557377,2.477961,406.557377,0.678648,209764.79009243572,,
413.3333333,2.477189,413.3333333,0.658434,200180.45975231216,,
420.3389831,2.478013,420.3389831,0.641804,191872.44700212474,,
427.5862069,2.481645,427.5862069,0.627836,184515.30320017922,,
435.0877193,2.489079,435.0877193,0.615194,177682.69387533772,,
442.8571429,2.500916,442.8571429,0.602107,170851.9289528198,,
450.9090909,2.517121,450.9090909,0.586435,163433.37714754694,,
459.2592593,2.53674,459.2592593,0.565905,154844.38949272435,,
467.9245283,2.557717,467.9245283,0.538576,144637.54752475765,,
476.9230769,2.577015,476.9230769,0.503482,132661.67472507106,,
486.2745098,2.591195,486.2745098,0.461209,119186.24373425834,,
496,2.597356,496,0.414001,104888.91130474418,,
506.122449,2.594003,506.122449,0.365235,90683.1613654717,,
516.6666667,2.581373,516.6666667,0.318442,77451.48756618566,,
527.6595745,2.561104,527.6595745,0.276429,65832.3932783426,,
539.1304348,2.535536,539.1304348,0.240856,56140.13910780042,,
551.1111111,2.507054,551.1111111,0.212305,48409.53592745527,,
563.6363636,2.477712,563.6363636,0.190619,42498.83710197387,,
576.744186,2.449139,576.744186,0.175282,38191.25753659708,,
590.4761905,2.422674,590.4761905,0.165731,35270.46817120325,,
604.8780488,2.399689,604.8780488,0.161562,33564.583360643475,,
620,2.382261,620,0.162583,32952.87473539286,,
635.8974359,2.37475,635.8974359,0.168236,33246.17787906588,,
652.6315789,2.387282,652.6315789,0.173143,33338.550839805066,,
670.2702703,2.429555,670.2702703,0.144265,27047.11124766302,,
688.8888889,2.421079,688.8888889,0.041659,7599.228872155334,,
708.5714286,2.330216,708.5714286,0,0,,
729.4117647,2.269297,729.4117647,0,0,,
751.5151515,2.234601,751.5151515,0,0,,
775,2.211218,775,0,0,,
800,2.193125,800,0,0,,
826.6666667,2.177943,826.6666667,0,0,,
855.1724138,2.164616,855.1724138,0,0,,
885.7142857,2.152612,885.7142857,0,0,,
918.5185185,2.141629,918.5185185,0,0,,
953.8461538,2.131478,953.8461538,0,0,,
992,2.122032,992,0,0,,
1033.333333,2.113197,1033.333333,0,0,,
1078.26087,2.104901,1078.26087,0,0,,
1127.272727,2.097088,1127.272727,0,0,,
1180.952381,2.089711,1180.952381,0,0,,
1240,2.082729,1240,0,0,,
1305.263158,2.07611,1305.263158,0,0,,
1377.777778,2.069823,1377.777778,0,0,,
1458.823529,2.063842,1458.823529,0,0,,
1550,2.058145,1550,0,0,,
1653.333333,2.052711,1653.333333,0,0,,
1771.428571,2.047521,1771.428571,0,0,,
1907.692308,2.042559,1907.692308,0,0,,
2066.666667,2.037809,2066.666667,0,0,,
